320003.SH,2006/11/01,0,0.03,0,0
320003.SH,2006/12/29,0,0.948,0,0
320003.SH,2007/06/22,0,0.81,0,0
320004.SH,2006/09/18,0,0.002,0,0
320004.SH,2006/11/13,0,0.002,0,0
320004.SH,2006/12/25,0,0.002,0,0
320004.SH,2007/02/09,0,0.002,0,0
320004.SH,2007/04/24,0,0.005,0,0
320004.SH,2007/12/10,0,0.015,0,0
320004.SH,2008/03/24,0,0.01,0,0
320004.SH,2008/07/02,0,0.01,0,0
320004.SH,2009/03/30,0,0.01,0,0
320004.SH,2010/05/13,0,0.015,0,0
320004.SH,2010/09/07,0,0.015,0,0
320004.SH,2011/06/08,0,0.01,0,0
320005.SH,2007/03/08,0,0.1,0,0
320005.SH,2007/07/20,0,0.845,0,0
320006.SH,2009/05/14,0,0.1,0,0
320006.SH,2009/07/24,0,0.14,0,0
320006.SH,2009/12/23,0,0.18,0,0
320006.SH,2010/12/23,0,0.16,0,0
320007.SH,2009/06/19,0,0.06,0,0
320007.SH,2009/12/23,0,0.08,0,0
320007.SH,2010/09/17,0,0.16,0,0
320007.SH,2011/05/05,0,0.145,0,0
320008.SH,2010/08/04,0,0.015,0,0
320009.SH,2010/08/04,0,0.015,0,0
320011.SH,2010/09/17,0,0.06,0,0
320013.SH,2011/04/26,0,0.015,0,0
320013.SH,2011/08/02,0,0.02,0,0
340001.SH,2005/08/04,0,0.013,0,0
340001.SH,2005/08/25,0,0.01,0,0
340001.SH,2005/12/29,0,0.012,0,0
340001.SH,2006/01/11,0,0.018,0,0
340001.SH,2006/01/20,0,0.015,0,0
340001.SH,2006/03/08,0,0.026,0,0
340001.SH,2006/03/24,0,0.021,0,0
340001.SH,2006/04/11,0,0.029,0,0
340001.SH,2006/05/16,0,0.037,0,0
340001.SH,2006/05/25,0,0.054,0,0
340001.SH,2006/06/09,0,0.032,0,0
340001.SH,2006/06/30,0,0.034,0,0
340001.SH,2006/08/14,0,0.028,0,0
340001.SH,2006/10/25,0,0.022,0,0
340001.SH,2006/11/27,0,0.025,0,0
340001.SH,2006/12/15,0,0.032,0,0
340001.SH,2007/01/11,0,0.037,0,0
